#NAME?	＃名前？
(1) (Japanese) maple	(1) (モミジ)
The train will have left by then.	それまでに電車は出発しているでしょう。
The view is amazing.	景色は素晴らしいです。
The view is wonderful.	景色は素晴らしいです。
The water is cold.	水は冷たいです。
The weather is changing.	天気は変わりつつあります。
The weather is nice today.	今日はいい天気ですね。
The wedding is in December.	結婚式は12月です。
The wind is strong.	風が強いです。
The window is open.	窓は開いています。
The window was broken by a ball.	窓がボールで割れた。
The window was broken.	窓が割れてしまいました。
The winter mountain is very beautiful.	冬の山はとても美しいです。
There are a bird and a cat.	鳥と猫がいます。
There are a lot of cars on the road.	道路には車がたくさんあります。
There are children in the park.	公園には子供たちがいます。
There are five books on the table.	テーブルの上に本が５冊あります。
There are four children.	子供が4人います。
There are four of us.	私たち4人です。
There are four.	4つあります。
There are many shops in this street.	この通りにはたくさんのお店があります。
There are some apples on the table.	テーブルの上にリンゴがいくつかあります。
There are three cats.	猫が３匹います。
There are two chairs.	椅子が２脚あります。
There are two dogs.	犬が2匹います。
There are two windows in the room.	部屋には窓が２つあります。
There aren't any eggs in the fridge.	冷蔵庫に卵がありません。
There aren't many chairs.	椅子はあまり多くありません。
There is a book here.	ここに本があります。
There is a book in the bag.	かばんの中に本が入っています。
There is a book in the library.	図書館に本があります。
There is a book on the desk.	机の上に本があります。
There is a cat under the desk.	机の下に猫がいます。
There is a cat.	猫がいます。
There is a hotel near the station.	駅の近くにホテルがあります。
There is a meeting at 2.	2時に会議があります。
There is a meeting at the office.	オフィスで会議があります。
There is a mirror on the wall.	壁には鏡があります。
There is a park across the road.	道路を挟んだ向かいに公園があります。
There is a park near my house.	私の家の近くに公園があります。
There is a pen.	ペンがあります。
There is one table.	テーブルが1つあります。
There is some milk in the fridge.	冷蔵庫に牛乳が少しあります。
There is training regardless of experience.	経験問わず研修あります。
There isn't any milk left.	牛乳はもう残っていない。
There isn't much milk.	牛乳があまりないんです。
There isn't much sugar left.	砂糖はほとんど残っていない。
There's a fire!	火事が起きた！
There's a package at the door.	玄関に荷物があります。
There's a park near my house.	私の家の近くに公園があります。
There's a party this weekend.	今週末パーティーがあります。
There's a rainbow!	虹が出てるよ！
There's a rainbow.	虹が出ています。
There's a traffic jam.	渋滞が発生しています。
There's lightning.	雷が鳴っています。
There's lots of food.	食べ物がたくさんあります。
There's no signal here.	ここには信号がありません。
There's no toilet paper.	トイレットペーパーがない。
There's some juice in the fridge.	冷蔵庫にジュースがあります。
These are my books.	これらは私の本です。
These shoes are black.	この靴は黒いです。
