Geh.	Go.
Ist Tom langweilig?	Is Tom bored?
Ist das hier Liebe?	Is this love?
Es macht mir Angst.	It scares me.
Es ist schade drum.	It's a shame.
Es ist ein Gerücht.	It's hearsay.
Das ist mein Leben.	It's my life.
Das ist nicht übel.	It's not bad.
Das ist ja seltsam.	It's strange.
Lächeln Sie weiter.	Keep smiling.
Das Leben ist hart.	Life is hard.
Das Leben ist kurz.	Life's short.
Auch Männer weinen.	Men cry, too.
Meine Füße tun weh.	My feet hurt.
Enspann dich bitte.	Please relax.
Zieh diese hier an.	Put these on.
Hör auf zu jammern!	Quit whining.
Sag es noch einmal.	Say it again.
Sie schoss auf ihn.	She shot him.
Sie ist ein Hammer!	She's a babe.
Zeig uns noch mehr.	Show us more.
Singen Sie mit uns.	Sing with us.
Sprich französisch!	Speak French.
Bleib ein Weilchen!	Stay a while.
Bleib mit uns hier.	Stay with us.
Hör auf zu glotzen.	Stop gawking.
Hör auf zu lächeln!	Stop smiling.
Hör auf zu rauchen.	Stop smoking.
Hör auf zu starren.	Stop staring.
Immer mit der Ruhe!	Take it easy!
Immer mit der Ruhe.	Take it easy.
Nimm meinen Mantel.	Take my coat.
Sie weigerten sich.	They refused.
Sie werden wachsen.	They'll grow.
Sie sind wieder da.	They're back.
Sie sind gefälscht.	They're fake.
Sie sind spät dran.	They're late.
Dinge gehen kaputt.	Things break.
Tom kann schwimmen.	Tom can swim.
Tom kam nach Hause.	Tom got home.
Tom bestand darauf.	Tom insisted.
Tom ist aufrichtig.	Tom is frank.
Tom ist fettleibig.	Tom is obese.
Tom hat eingelenkt.	Tom relented.
Tom hat geblinzelt.	Tom squinted.
Tom nahm sich frei.	Tom took off.
Tom wurde verletzt.	Tom was hurt.
Tom war vorsichtig.	Tom was wary.
Tom schnappte über.	Tom went mad.
Probier den Kuchen.	Try the cake.
Warten Sie auf Tom!	Wait for Tom.
Warten Sie draußen.	Wait outside.
Schau mir jetzt zu.	Watch me now.
Wir aßen zu Mittag.	We had lunch.
Wir haben Hoffnung.	We have hope.
Wir brauchen Hilfe.	We need help.
Wir brauchen Regen.	We need rain.
Wir haben verpennt.	We overslept.
Wir wollen Fleisch.	We want meat.
Wir verstecken uns.	We're hiding.
Wir geben uns Mühe.	We're trying.
Was für eine Niete!	What a loser!
Was für eine Nacht!	What a night!
Was ist eine Katze?	What's a cat?
Was ist schon Geld?	What's money?
Warum nicht beides?	Why not both?
Wieso nicht beides?	Why not both?
Schreibe mit Tinte.	Write in ink.
Sie amüsieren mich.	You amuse me.
Du kannst ausruhen.	You can rest.
Ihr könnt ausruhen.	You can rest.
Du siehst dick aus.	You look fat.
Du siehst heiß aus.	You look hot.
Sie haben überlebt.	You survived.
Sie sind ein Spion.	You're a spy.
Sie sind betrunken.	You're drunk.
Ihr seid betrunken.	You're drunk.
Sie sind entlassen!	You're fired.
Ihr seid verärgert.	You're upset.
Sie sind verärgert.	You're upset.
Sie sind gewachsen.	You've grown.
Ihr seid gewachsen.	You've grown.
Komme ich zu spät?	Am I too late?
Sind Sie am Leben?	Are you alive?
Seid ihr am Leben?	Are you alive?
Bist du noch wach?	Are you awake?
Seid ihr verrückt?	Are you crazy?
Bist du betrunken?	Are you drunk?
Bist du glücklich?	Are you happy?
Tut es Ihnen leid?	Are you sorry?
Frag Tom noch mal!	Ask Tom again.
Frag einen Lehrer!	Ask a teacher.
Backen macht Spaß.	Baking is fun.
Verriegle die Tür.	Bolt the door.
Untergliedere das.	Break it down.
Kann er uns sehen?	Can he see us?
Können Sie fahren?	Can you drive?
Können Sie stehen?	Can you stand?
Schach ist schwer.	Chess is hard.
Komm jetzt zurück!	Come back now.
Kommen Sie morgen.	Come tomorrow.
Decke den Topf zu.	Cover the pot.
Hat Tom das getan?	Did Tom do it?
Ist Tom ertrunken?	Did Tom drown?
Hat Tom gelächelt?	Did Tom smile?
Habt ihr es getan?	Did you do it?
Sehe ich dick aus?	Do I look fat?
Tut, was ich sage!	Do what I say.
Verstehst du mich?	Do you get me?
Ruf mich nicht an.	Don't call me.
Verliere es nicht.	Don't lose it.
Schubs mich nicht!	Don't push me!
Füttere den Vogel!	Feed the bird.
Repariere die Uhr.	Fix the clock.
Die Blumen blühen.	Flowers bloom.
Gib mir einen Tag.	Give me a day.
Er kam als Erster.	He came first.
Er wurde erwischt.	He got caught.
Er hat sie umarmt.	He hugged her.
Er wirkte traurig.	He seemed sad.
Er verkauft Autos.	He sells cars.
Er gibt sich Mühe.	He tries hard.
Er wurde verrückt.	He went crazy.
Er ist unschuldig.	He's innocent.
Er ist zu langsam.	He's too slow.
Er ist sehr krank.	He's very ill.
Bedienen Sie sich.	Help yourself.
Hühner legen Eier.	Hens lay eggs.
Hier sind 10,00 $.	Here's $10.00.
Halte die Tür auf!	Hold the door.
Was ist mit Ihnen?	How about you?
Wie kann das sein?	How can it be?
Ich bin Japanerin.	I am Japanese.
Ich kann es hören.	I can hear it.
Ich kann es lesen.	I can read it.
Ich kann es nicht.	I can't do it.
Ich mag Tom nicht.	I dislike Tom.
Ich esse Hähnchen.	I eat chicken.
Mir ist ganz flau.	I feel queasy.
Ich hasse Fußball.	I hate soccer.
Ich habe ein Boot.	I have a boat.
Ich habe ein Buch.	I have a book.
Ich muss gewinnen.	I have to win.
Ich scherze nicht.	I kid you not.
Ich mag Knoblauch.	I like garlic.
Ich mag was essen.	I like to eat.
Ich heiratete Tom.	I married Tom.
Ich spiele Tennis.	I play tennis.
Ich bedankte mich.	I said thanks.
Ich sehe ein Haus.	I see a house.
Ich sehe jemanden.	I see someone.
Ich vertraute Tom.	I trusted Tom.
Ich nutze Twitter.	I use Twitter.
Ich will ein Bier.	I want a beer.
Ich will ein Buch.	I want a book.
Ich möchte laufen.	I want to run.
Ich will gewinnen.	I want to win.
Ich war neugierig.	I was curious.
Ich war am Fahren.	I was driving.
Ich war aufgeregt.	I was excited.
Ich war ungezogen.	I was naughty.
Ich war im Dienst.	I was on duty.
Ich habe gesungen.	I was singing.
Ich war verblüfft.	I was stunned.
Ich werde zuhören.	I will listen.
Ich übernehme Tom.	I'll take Tom.
Ich bin Realistin.	I'm a realist.
Ich bin Schülerin.	I'm a student.
Ich bin Studentin.	I'm a student.
Ich bin ein Zeuge.	I'm a witness.
Ich bin überzeugt.	I'm convinced.
Ich bin engagiert.	I'm dedicated.
Ich bin depressiv.	I'm depressed.
Ich bin sehr müde.	I'm exhausted.
Ich bin erschöpft.	I'm exhausted.
Ich bin hier, Tom.	I'm here, Tom.
Ich bin auch hier.	I'm here, too.
Ich bin in Boston.	I'm in Boston.
Ich bin in Gefahr.	I'm in danger.
Ich bin motiviert.	I'm motivated.
Ich bin kein Kind.	I'm not a kid.
Ich bin unterwegs.	I'm on my way.
Ich bin zufrieden.	I'm satisfied.
Ich bin skeptisch.	I'm skeptical.
Ich bin zu schwer.	I'm too heavy.
Mir ist sehr kalt.	I'm very cold.
Ich bin sehr groß.	I'm very tall.
Ich bin sehr dünn.	I'm very thin.
Ich bin dein Chef.	I'm your boss.
Ist das ein Fluss?	Is it a river?
Ist es beschädigt?	Is it damaged?
Ist er beschädigt?	Is it damaged?
Gibt es noch mehr?	Is there more?
Gehört dies Ihnen?	Is this yours?
Ist es nicht eben?	Isn't it flat?
Es wird schlimmer.	It gets worse.
Er wird schlimmer.	It gets worse.
Das ist kein Witz.	It is no joke.
Es ist nicht wahr.	It isn't true.
Es ist nicht warm.	It isn't warm.
Das sieht gut aus.	It looks good.
Es war langweilig.	It was boring.
Es war entzückend.	It was lovely.
Es war nicht groß.	It wasn't big.
Es wird gut gehen.	It'll be fine.
Es ist jetzt kalt.	It's cold now.
Es ist mein Pferd.	It's my horse.
Diesmal zahle ich.	It's my treat.
Es ist nicht kalt.	It's not cold.
Das ist ungerecht.	It's not fair.
Es ist nicht Gold.	It's not gold.
Es ist nicht hier.	It's not here.
Das ist zu leicht.	It's too easy.
Warte eine Minute.	Just a moment.
Finde einfach Tom.	Just find Tom.
Lass Tom schlafen.	Let Tom sleep.
Lass Tom sprechen!	Let Tom speak.
Machen wir es auf.	Let's open it.
Verklagen wir Tom.	Let's sue Tom.
Sieh dir diese an.	Look at those.
Liebe macht blind.	Love is blind.
Maria ist komisch.	Mary is weird.
Maria ist seltsam.	Mary is weird.
Darf ich erklären?	May I explain?
Männer weinen nie!	Men never cry.
Meins ist schwarz.	Mine is black.
Meine ist schwarz.	Mine is black.
Mama ist arbeiten.	Mom's at work.
Mein Auto ist rot.	My car is red.
Mein Fuß schmerzt.	My foot hurts.
Niemand stand auf.	Nobody got up.
Na gut. Ich helfe.	OK, I'll help.
Macht die Tür auf.	Open the door.
Rette dich selbst!	Save yourself.
Auf Wiederschauen!	See you again.
Schick Tom vorbei.	Send Tom over.
Sie ist ihm hörig.	She obeys him.
Sie war einfältig.	She was naive.
Sie war blauäugig.	She was naive.
Sie ist eine Süße.	She's a cutie.
Soll ich aufhören?	Should I stop?
Schließe das Buch.	Shut the book.
Fang an zu rennen.	Start running.
Fang an zu laufen.	Start running.
Fang an zu singen.	Start singing.
Lass den Wagen an!	Start the car.
Rühr die Suppe um.	Stir the soup.
Hör auf anzugeben!	Stop bragging.
Hör auf zu labern!	Stop chatting.
Hör auf zu raufen!	Stop fighting.
Hör auf zu lachen!	Stop laughing.
Tu, was du willst.	Suit yourself.
Ziehe eine Nummer!	Take a number.
Das ist mein Auto.	That's my car.
Das ist mein Hund.	That's my dog.
Sie können helfen.	They can help.
Sie können warten.	They can wait.
Die können kommen.	They may come.
Sie werden es tun.	They'll do it.
Die haben unrecht.	They're wrong.
Dies ist ein Hund.	This is a dog.
Das ist ein Häfen.	This is a pot.
Das muss aufhören!	This must end.
Das war ja leicht.	This was easy.
Das war schwierig.	This was hard.
Tom betet mich an.	Tom adores me.
Tom fragte, warum.	Tom asked why.
Tom blieb stecken.	Tom got stuck.
Tom ist gewachsen.	Tom has grown.
Tom ist ein Chaot.	Tom is a slob.
Tom ist verträumt.	Tom is dreamy.
Tom ist ehrgeizig.	Tom is driven.
Tom ist liebevoll.	Tom is loving.
Tom ist mein Papa.	Tom is my dad.
Tom ist mein Vati.	Tom is my dad.
Tom ist mein Kind.	Tom is my kid.
Tom ist jetzt auf.	Tom is now up.
Tom übergibt sich.	Tom is puking.
Tom erbricht sich.	Tom is puking.
Tom ist ausgeruht.	Tom is rested.
Tom ist einfältig.	Tom is simple.
Tom ist schläfrig.	Tom is sleepy.
Tom ist am Wählen.	Tom is voting.
Tom ist nicht alt.	Tom isn't old.
Tom weiß es jetzt.	Tom knows now.
Tom sieht alt aus.	Tom looks old.
Tom kann weggehen.	Tom may leave.
Tom könnte weinen.	Tom might cry.
Tom brauchte mich.	Tom needed me.
Tom schubste mich.	Tom pushed me.
Tom erinnert sich.	Tom remembers.
Tom rennt schnell.	Tom runs fast.
Tom erschoss Mary.	Tom shot Mary.
Tom zeigte es mir.	Tom taught me.
Tom war ein Spion.	Tom was a spy.
Tom war schmutzig.	Tom was dirty.
Tom war betrunken.	Tom was drunk.
Tom war früh dran.	Tom was early.
Tom war glücklich.	Tom was happy.
Tom war verärgert.	Tom was upset.
Tom hatte unrecht.	Tom was wrong.
Tom wird versagen.	Tom will fail.
Tom wird aufgeben.	Tom will quit.
Tom wird erzählen.	Tom will talk.
Tom wird arbeiten.	Tom will work.
Tom ist am Würgen.	Tom's choking.
Tom ruht sich aus.	Tom's resting.
Tom ist verwundet.	Tom's wounded.
Tom, ich bin hier.	Tom, I'm here.
Nutze deine Faust!	Use your fist.
Aufwachen, Liebes!	Wake up, dear.
Gehe hier entlang!	Walk this way.
War Tom bewaffnet?	Was Tom armed?
War Tom betrunken?	Was Tom drunk?
War Tom glücklich?	Was Tom happy?
War es ein Scherz?	Was it a joke?
Wir bewundern Sie.	We admire you.
Wir sind verloren.	We are doomed.
Wir weinten nicht.	We didn't cry.
Wir brauchen Geld.	We need money.
Wir verlieren nie.	We never lose.
Wir schwimmen nie.	We never swim.
Wir tanzen gerade.	We're dancing.
Wir fasten gerade.	We're fasting.
Wir summen gerade.	We're humming.
Wir sind verliebt.	We're in love.
Wir sind geduldig.	We're patient.
Wir sind am Lesen.	We're reading.
Wir sind Gewinner.	We're winners.
Was für ein Idiot!	What an idiot!
Was ist geschehen?	What happened?
Was ist eine Elbe?	What's an elf?
Welches ist meine?	Which is mine?
Welche gehört uns?	Which is ours?
Wer erinnert sich?	Who remembers?
Wer fastet gerade?	Who's fasting?
Wer spielt gerade?	Who's playing?
Du bist betrunken!	You are drunk!
Du bist nicht ich.	You aren't me.
Du siehst gut aus.	You look fine.
Gut siehst du aus.	You look good.
Sie müssen kommen.	You must come.
Du musst arbeiten.	You must work.
Du brauchst Hilfe.	You need help.
Du solltest gehen.	You should go.
Ihr solltet gehen.	You should go.
Sie sollten gehen.	You should go.
Du wirst anhalten.	You will stop.
Du wirst aufhören.	You will stop.
Du wirst es sehen.	You'll see it.
Du bist mein Sohn.	You're my son.
Sie sind ruiniert.	You're ruined.
Ihr seid ruiniert.	You're ruined.
Du bist ja so alt.	You're so old.
Eine Cola, bitte!	A coke, please.
Es kam zum Kampf.	A fight ensued.
Bin ich geeignet?	Am I qualified?
Bin ich zu klein?	Am I too small?
Sind Sie berühmt?	Are you famous?
Haben Sie Hunger?	Are you hungry?
Machen Sie Witze?	Are you joking?
Wirst du gesucht?	Are you wanted?
Sei ein Optimist!	Be an optimist.
Seid nett zu Tom!	Be nice to Tom.
Seid nett zu ihr.	Be nice to her.
Kocht das Wasser.	Boil the water.
Kann es das sein?	Can this be it?
Mach das Buch zu.	Close the book.
Kommt wieder her!	Come back here.
Komm bald zurück.	Come back soon.
Kühe geben Milch.	Cows give milk.
Tut das für mich!	Do that for me.
Vermisst du mich?	Do you miss me?
Brauchst du mich?	Do you need me?
Braucht ihr mich?	Do you need me?
Tu ihr nicht weh!	Don't hurt her.
Tu ihm nicht weh!	Don't hurt him.
Sag es nicht Tom.	Don't tell Tom.
Fass es nicht an.	Don't touch it.
Iss deinen Salat.	Eat your salad.
Gib mir ein Bier.	Give me a beer.
Gute Arbeit, Tom!	Good work, Tom.
Hast du gegessen?	Have you eaten?
Er kann es nicht.	He can't do it.
Er verwirrte uns.	He confused us.
Er fährt schnell.	He drives fast.
Er bekam den Job.	He got the job.
Er hat Kaninchen.	He has rabbits.
Er ist ein Genie.	He is a genius.
Er ist obdachlos.	He is homeless.
Er ist im Urlaub.	He is on leave.
Er lernt schnell.	He learns fast.
Er sang ein Lied.	He sang a song.
Er vertraute dir.	He trusted you.
Er war Engländer.	He was English.
Er war mein Chef.	He was my boss.
Er ging ins Bett.	He went to bed.
Er ist in Gefahr.	He's in danger.
Er ist kein Arzt.	He's no doctor.
Hallo, komm rein.	Hi, come on in.
Er hatte Kopfweh.	His head ached.
Hisse die Flagge!	Hoist the flag.
Wie tief ist das?	How deep is it?
Wie scharfsinnig!	How perceptive!
Wie breit ist es?	How wide is it?
Ich bin zu klein.	I am too short.
Ich seh es nicht.	I don't see it.
Ich trank Kaffee.	I drank coffee.
Ich esse Tomaten.	I eat tomatoes.
Ich bin seekrank.	I feel seasick.
Ich hasse Bügeln.	I hate ironing.
Ich hasse Partys.	I hate parties.
Ich hasse Rätsel.	I hate riddles.
Ich hasse Spinat.	I hate spinach.
Ich habe Freunde.	I have friends.
Ich muss bleiben.	I have to stay.
Ich mag Englisch.	I like English.
Ich zeichne gern.	I like drawing.
Ich fechte gerne.	I like fencing.
Ich mag Saschimi.	I like sashimi.
Ich mag den Hund.	I like the dog.
Ich liebe Kochen.	I love cooking.
Ich liebe Blumen.	I love flowers.
Ich liebe Partys.	I love parties.
Ich belohnte Tom.	I rewarded Tom.
Ich sagte nichts.	I said nothing.
Ich sagte „Nimm!“	I said take it.
Ich sah 5 Männer.	I saw five men.
Ich sah jemanden.	I saw somebody.
Ich sah den Koch.	I saw the cook.
Ich will spielen.	I want to play.
Ich will bleiben.	I want to stay.
Ich war ganz Ohr.	I was all ears.
Ich war weit weg.	I was far away.
Ich war nicht da.	I wasn't there.
Ich zahle später.	I'll pay later.
Ich bin Anfänger.	I'm a beginner.
Ich bin Pazifist.	I'm a pacifist.
Ich bin Stuntman.	I'm a stuntman.
Ich fürchte nein.	I'm afraid not.
Ich bin dir böse.	I'm mad at you.
Ich bin nie hier.	I'm never here.
Ich bin oft hier.	I'm often here.
Ich bin Optimist.	I'm optimistic.
Ich bin vom Fach.	I'm the expert.
Ich bin hellwach.	I'm wide awake.
Ist es Tom ernst?	Is Tom serious?
Ist sie zu Hause?	Is she at home?
Ist das ein Wink?	Is that a hint?
Ist das ein Löwe?	Is that a lion?
Ist das ein Ring?	Is that a ring?
Ist das ein Wolf?	Is that a wolf?
Ist es so besser?	Is that better?
Ist das mein Hut?	Is that my hat?
Es muss aufhören.	It has to stop.
Es muss Tom sein.	It must be Tom.
Es war ein Traum.	It was a dream.
Es war eine Maus.	It was a mouse.
Es war chaotisch.	It was chaotic.
Nichts zu danken.	It was nothing.
Es war so dunkel.	It was so dark.
Es war nicht gut.	It wasn't good.
Sie ist nagelneu.	It's brand new.
Es ist kalt hier.	It's cold here.
Das ist köstlich.	It's delicious.
Es ist schwierig.	It's difficult.
Das ist verboten.	It's forbidden.
Es ist inkorrekt.	It's incorrect.
Es ist widerlich.	It's sickening.
Es ist so unfair.	It's so unfair.
Es liegt bei dir.	It's up to you.
Es ist sehr kalt.	It's very cold.
Es ist sehr laut.	It's very loud.
Es ist sehr nett.	It's very nice.
Es ist warm hier.	It's warm here.
Halte es einfach!	Keep it simple.
Lass es gut sein!	Leave it alone.
Überlass das uns!	Leave it to us.
Lass uns in Ruhe!	Leave us alone.
Geh uns zur Hand!	Lend us a hand.
Lass es los, Tom!	Let it go, Tom.
Rufen wir Tom an.	Let's call Tom.
Hört euch das an!	Listen to this!
Maria ist hübsch.	Mary is pretty.
Meine Nase juckt.	My nose itches.
Das weiß nur Tom.	Only Tom knows.
Mach die Tür auf!	Open that door.
Öffnet die Türen!	Open the doors.
Öffnet diese Tür.	Open this door.
Öffne deine Hand.	Open your hand.
Schäle den Apfel!	Peel the apple.
Sag es mir bitte.	Please tell me.
Fahre hier heran!	Pull over here.
Lies dieses Buch.	Read this book.
Lest dieses Buch!	Read this book.
Sie betet ihn an.	She adores him.
Sie hat ein Buch.	She has a book.
Sie ist erkältet.	She has a cold.
Sie redet gerade.	She is talking.
Sie liebt Katzen.	She loves cats.
Sie vermisst ihn.	She misses him.
Sie vertraut ihm.	She trusts him.
Halte den Zug an!	Stop the train.
Erzählt es allen.	Tell everybody.
Das muss weh tun.	That must hurt.
Das ging schnell!	That was quick.
Das ist ein Turm.	That's a tower.
Die Vögel sangen.	The birds sang.
Der Mann ist alt.	The man is old.
Der Tee ist heiß.	The tea is hot.
Der Tee ist warm.	The tea is hot.
Der Tee ist kalt.	The tea's cold.
Da ist ein Fisch.	There's a fish.
Sie kamen zurück.	They came back.
Die schaffen das.	They can do it.
Sie haben Kinder.	They have kids.
Sie riechen übel.	They smell bad.
Sie sind Familie.	They're family.
Sie sind drinnen.	They're inside.
Überlegt es euch!	Think about it.
Das ist ein Löwe.	This is a lion.
Das ist ein Test.	This is a test.
Das ist gruselig.	This is creepy.
Das liegt an dir.	This is on you.
Heute ist Montag.	Today's Monday.
Tom näherte sich.	Tom approached.
Tom fragte Maria.	Tom asked Mary.
Tom kam dem nahe.	Tom came close.
Tom weinte nicht.	Tom didn't cry.
Tom rannte nicht.	Tom didn't run.
Tom starb mit 65.	Tom died at 65.
Tom zeichnet gut.	Tom draws well.
Tom fuhr schnell.	Tom drove fast.
Tom feuerte Mary.	Tom fired Mary.
Tom wurde größer.	Tom got bigger.
Tom wurde dicker.	Tom got fatter.
Tom baut Reis an.	Tom grows rice.
Tom war erkältet.	Tom had a cold.
Tom hat ein Boot.	Tom has a boat.
Tom hat Autismus.	Tom has autism.
Tom hat Probleme.	Tom has issues.
Tom hat es jetzt.	Tom has it now.
Tom hasst Katzen.	Tom hates cats.
Tom ist ein Gast.	Tom is a guest.
Tom ist Bergmann.	Tom is a miner.
Tom ist ein Dieb.	Tom is a thief.
Tom ist ungelenk.	Tom is awkward.
Tom ist verwirrt.	Tom is baffled.
Tom tanzt gerade.	Tom is dancing.
Tom ist auf Diät.	Tom is dieting.
Tom summt gerade.	Tom is humming.
Tom ist geduldig.	Tom is patient.
Tom ist anwesend.	Tom is present.
Tom liest gerade.	Tom is reading.
Tom ist es ernst.	Tom is serious.
Tom rasiert sich.	Tom is shaving.
Tom ist besoffen.	Tom is sloshed.
Tom ist verwöhnt.	Tom is spoiled.
Tom ist taktvoll.	Tom is tactful.
Tom ist neckisch.	Tom is teasing.
Tom ist versucht.	Tom is tempted.
Tom ist gefangen.	Tom is trapped.
Tom ist bösartig.	Tom is vicious.
Tom mochte Maria.	Tom liked Mary.
Tom sah böse aus.	Tom looked mad.
