#NAME?	#NAME؟
(1) (Japanese) maple	(1) (جاپانی) میپل
I live in Kyoto.	میں کیوٹو میں رہتا ہوں۔
I live in Mumbai.	میں ممبئی میں رہتا ہوں۔
I live in Tokyo.	میں ٹوکیو میں رہتا ہوں۔
I live near the city center.	میں شہر کے مرکز کے قریب رہتا ہوں۔
I live together with my brother.	میں اپنے بھائی کے ساتھ ساتھ رہتا ہوں۔
I look forward to meeting you.	میں آپ سے ملنے کا منتظر ہوں۔
I look forward to the weekend.	میں ویک اینڈ کا منتظر ہوں۔
I look it up in the dictionary.	میں اسے ڈکشنری میں دیکھتا ہوں۔
I look like my father.	میں اپنے باپ کی طرح دکھتا ہوں۔
I lost my passport.	میں نے اپنا پاسپورٹ کھو دیا۔
I lost my ticket.	میرا ٹکٹ کھو گیا۔
I lost my wallet.	میں نے اپنا پرس کھو دیا۔
I love ice cream.	مجھے آئس کریم پسند ہے۔
I love it	میں اس سے محبت کرتا ہوں۔
I love it.	میں اس سے محبت کرتا ہوں
I love learning new things.	مجھے نئی چیزیں سیکھنا پسند ہے۔
I love mornings.	مجھے صبح پسند ہے۔
I love my family very much.	میں اپنے خاندان سے بہت پیار کرتا ہوں۔
I love rainy days.	مجھے بارش کے دن پسند ہیں۔
I love sushi.	مجھے سشی پسند ہے۔
I love tea, and so does she.	مجھے چائے پسند ہے، اور وہ بھی۔
I love the food my mother makes.	مجھے میری ماں کا کھانا پسند ہے۔
I love this restaurant.	مجھے یہ ریستوراں پسند ہے۔
I love this song.	مجھے یہ گانا پسند ہے۔
I made Japanese food.	میں نے جاپانی کھانا بنایا۔
I made a friend at work.	میں نے کام پر ایک دوست بنایا۔
I made a friend.	میں نے دوست بنایا۔
I made a mistake (oops).	میں نے غلطی کی ہے (افوہ)
I made a mistake.	مجھ سے غلطی ہو گئی۔
I made it.	میں نے بنایا۔
I make a point of going to bed at 10 p.m.	میں رات 10 بجے سونے کا ایک نقطہ بناتا ہوں۔
I make coffee with milk.	میں دودھ کے ساتھ کافی بناتا ہوں۔
I make it a rule to study Japanese every day.	میں ہر روز جاپانی زبان کا مطالعہ کرنے کا اصول بناتا ہوں۔
I married him.	میں نے اس سے شادی کی۔
I may be a little late to the party.	مجھے پارٹی میں تھوڑی دیر ہو سکتی ہے۔
I may have left my wallet at home.	ہو سکتا ہے میں نے اپنا بٹوہ گھر پر چھوڑ دیا ہو۔
I meet a work friend.	میں ایک کام کرنے والے دوست سے ملتا ہوں۔
I met a friend at the station.	اسٹیشن پر ایک دوست سے ملاقات ہوئی۔
I met a man at the party.	میں پارٹی میں ایک آدمی سے ملا۔
I met the boss.	میں باس سے ملا۔
I might be late for the meeting.	مجھے میٹنگ میں دیر ہو سکتی ہے۔
I might visit my grandmother this weekend.	میں اس ہفتے کے آخر میں اپنی دادی سے مل سکتا ہوں۔
I miss my family.	مجھے اپنے خاندان کی یاد آتی ہے۔
I missed your call.	میں نے آپ کی کال مس کر لی۔
I move forward.	میں آگے بڑھتا ہوں۔
I moved into a new apartment.	میں ایک نئے اپارٹمنٹ میں چلا گیا۔
I must finish this today.	مجھے آج اسے ختم کرنا ہے۔
I must remember this.	مجھے یہ یاد رکھنا چاہیے۔
I need a doctor.	مجھے ایک ڈاکٹر کی ضرورت ہے۔
I need a pair of socks.	مجھے جرابوں کا ایک جوڑا چاہیے۔
I need an umbrella.	مجھے چھتری کی ضرورت ہے۔
I need medicine.	مجھے دوا کی ضرورت ہے۔
I need some help.	مجھے کچھ مدد کی ضرورت ہے۔
I need to charge my phone.	مجھے اپنا فون چارج کرنا ہے۔
I need to check my luggage.	مجھے اپنا سامان چیک کرنا ہے۔
I need to exchange money.	مجھے پیسے کا تبادلہ کرنا ہے۔
I need to finish this report.	مجھے یہ رپورٹ ختم کرنی ہے۔
I need to see a doctor.	مجھے ڈاکٹر سے ملنا ہے۔
I need your help.	مجھے آپ کی مدد کی ضرورت ہے۔
I open the window.	میں کھڑکی کھولتا ہوں۔
I opened a bank account.	میں نے بینک اکاؤنٹ کھولا۔
I passed the exam!	میں نے امتحان پاس کیا!
I pay money.	میں پیسے دیتا ہوں۔
I pay with my card.	میں اپنے کارڈ سے ادائیگی کرتا ہوں۔
I plan to sleep early today.	میں آج جلدی سونے کا ارادہ رکھتا ہوں۔
I play ball with the children.	میں بچوں کے ساتھ گیند کھیلتا ہوں۔
I play in the park.	میں پارک میں کھیلتا ہوں۔
I play tennis.	میں ٹینس کھیلتا ہوں۔
I play with a friend.	میں ایک دوست کے ساتھ کھیلتا ہوں۔
I play with friends during lunch break.	میں کھانے کے وقفے کے دوران دوستوں کے ساتھ کھیلتا ہوں۔
I play with friends.	میں دوستوں کے ساتھ کھیلتا ہوں۔
I play with the cat.	میں بلی کے ساتھ کھیلتا ہوں۔
I played with a friend.	میں نے ایک دوست کے ساتھ کھیلا۔
I practice kanji.	میں کانجی کی مشق کرتا ہوں۔
I practice writing every day.	میں ہر روز لکھنے کی مشق کرتا ہوں۔
I prefer walking.	میں چلنے کو ترجیح دیتا ہوں۔
I promise I will be careful.	میں وعدہ کرتا ہوں کہ میں محتاط رہوں گا۔
I push the bicycle.	میں سائیکل کو دھکا دیتا ہوں۔
I put the book in my bag.	میں نے کتاب اپنے بیگ میں رکھ دی۔
I quit my job.	میں نے اپنی نوکری چھوڑ دی۔
I read a book and write a report.	میں ایک کتاب پڑھتا ہوں اور رپورٹ لکھتا ہوں۔
I read a book.	میں نے ایک کتاب پڑھی۔
I read a chapter every night.	میں ہر رات ایک باب پڑھتا ہوں۔
I read before sleeping.	میں سونے سے پہلے پڑھتا ہوں۔
I read that book last year.	میں نے وہ کتاب پچھلے سال پڑھی تھی۔
I read the newspaper every day.	میں روز اخبار پڑھتا ہوں۔
I read this book.	میں نے یہ کتاب پڑھی۔
I really like it.	مجھے واقعی یہ پسند ہے۔
I relax in the living room.	میں رہنے والے کمرے میں آرام کرتا ہوں۔
I relax on the sofa.	میں صوفے پر آرام کرتا ہوں۔
I rest slowly at home.	میں گھر میں آہستہ آہستہ آرام کرتا ہوں۔
I return at 6.	میں 6 بجے واپس آتا ہوں۔
I return to my country.	میں اپنے ملک واپس آ رہا ہوں۔
I return to my family.	میں اپنے خاندان کے پاس واپس آ رہا ہوں۔
I ride my bike to the park.	میں اپنی موٹر سائیکل پر پارک کی طرف جاتا ہوں۔
I ride the bus and go to work.	میں بس میں سوار ہو کر کام پر جاتا ہوں۔
I ride the bus.	میں بس میں سوار ہوں۔
I said I was going home.	میں نے کہا کہ میں گھر جا رہا ہوں۔
I said I would help her.	میں نے کہا کہ میں اس کی مدد کروں گا۔
I said goodbye to my friend.	میں نے اپنے دوست کو الوداع کہا۔
I sang karaoke.	میں نے کراوکی گایا۔
I saw her at the station.	میں نے اسے اسٹیشن پر دیکھا۔
I see / indeed	میں دیکھ رہا ہوں / واقعی
I see / is that so?	میں دیکھ رہا ہوں / کیا ایسا ہے؟
I see two dogs.	مجھے دو کتے نظر آ رہے ہیں۔
I see. (casual)	میں دیکھتا ہوں۔ (آرام دہ)
I set a goal to learn ten words a day.	میں نے ایک دن میں دس الفاظ سیکھنے کا ہدف مقرر کیا۔
I set my alarm for six.	میں نے چھ بجے کا الارم لگا دیا۔
I set the alarm.	میں نے الارم لگا دیا۔
I shop at the supermarket.	میں سپر مارکیٹ میں خریداری کرتا ہوں۔
I shop for groceries on Saturday.	میں ہفتہ کو گروسری کی خریداری کرتا ہوں۔
I should call my mother.	مجھے اپنی ماں کو بلانا چاہیے۔
I should go to bed early.	مجھے جلدی سو جانا چاہیے۔
I sleep at 11.	میں 11 بجے سوتا ہوں۔
I sleep at 8 every day.	میں ہر روز 8 بجے سوتا ہوں۔
I slept last night.	میں کل رات سویا تھا۔
I slept well last night.	میں کل رات اچھی طرح سویا تھا۔
I speak in Japanese.	میں جاپانی میں بات کرتا ہوں۔
I spend weekends with family.	میں ویک اینڈ فیملی کے ساتھ گزارتا ہوں۔
I spent a lot this month.	میں نے اس مہینے میں بہت خرچ کیا۔
I spent too much today.	میں نے آج بہت زیادہ خرچ کیا۔
I stay at a hotel.	میں ایک ہوٹل میں ٹھہرتا ہوں۔
I stayed up late.	میں دیر سے جاگتا رہا۔
I studied Japanese.	میں نے جاپانی زبان سیکھی۔
I study Japanese (ongoing).	میں جاپانی (جاری ہے) کا مطالعہ کرتا ہوں۔
I study Japanese every day.	میں ہر روز جاپانی زبان کا مطالعہ کرتا ہوں۔
I study Japanese.	میں جاپانی پڑھتا ہوں۔
I study at the library.	میں لائبریری میں پڑھتا ہوں۔
I study on Monday.	میں پیر کو پڑھتا ہوں۔
I study while listening to music.	میں موسیقی سنتے ہوئے پڑھتا ہوں۔
I suggest that he be given another chance.	میرا مشورہ ہے کہ اسے ایک اور موقع دیا جائے۔
I swam in the pool.	میں نے تالاب میں تیراکی کی۔
I swim in the sea.	میں سمندر میں تیرتا ہوں۔
I take a hot bath at night.	میں رات کو گرم غسل کرتا ہوں۔
I take a photo.	میں ایک تصویر لیتا ہوں۔
I take a shower in the morning.	میں صبح شاور لیتا ہوں۔
I take a shower.	میں نہا لیتا ہوں۔
I take a walk every day.	میں ہر روز چہل قدمی کرتا ہوں۔
I take notes in class.	میں کلاس میں نوٹ لیتا ہوں۔
I take notes.	میں نوٹس لیتا ہوں۔
I take off my shoes.	میں اپنے جوتے اتارتا ہوں۔
I talk with the teacher.	میں استاد سے بات کرتا ہوں۔
I teach Japanese at school.	میں اسکول میں جاپانی سکھاتا ہوں۔
I tell (them) by phone and email.	میں (انہیں) فون اور ای میل کے ذریعے بتاتا ہوں۔
I think it will rain tomorrow.	میرا خیال ہے کل بارش ہو گی۔
I think it will rain tonight.	مجھے لگتا ہے کہ آج رات بارش ہوگی۔
I think it's a good idea.	میرے خیال میں یہ ایک اچھا خیال ہے۔
I think it's difficult.	میرے خیال میں یہ مشکل ہے۔
I think it's good.	میرے خیال میں یہ اچھا ہے۔
I think she will agree.	مجھے لگتا ہے کہ وہ راضی ہو جائے گی۔
I think you should take the job.	میرا خیال ہے کہ آپ کو کام لینا چاہیے۔
I told her the good news.	میں نے اسے خوشخبری سنائی۔
I told him I didn't know.	میں نے اسے بتایا کہ مجھے نہیں معلوم۔
I told them I would be late.	میں نے ان سے کہا کہ مجھے دیر ہو جائے گی۔
I took a day off because I was sick.	میں نے ایک دن کی چھٹی لی کیونکہ میں بیمار تھا۔
I took a photo.	میں نے ایک تصویر لی۔
I took five photos.	میں نے پانچ تصویریں لیں۔
I travel to Japan.	میں جاپان کا سفر کرتا ہوں۔
I trust my best friend.	مجھے اپنے بہترین دوست پر بھروسہ ہے۔
I try to exercise every day now.	میں اب ہر روز ورزش کرنے کی کوشش کرتا ہوں۔
I turn right.	میں دائیں مڑتا ہوں۔
I understand	میں سمجھتا ہوں۔
I understand Japanese.	میں جاپانی سمجھتا ہوں۔
I understand a little Japanese.	میں تھوڑا سا جاپانی سمجھتا ہوں۔
I use a payment app.	میں ادائیگی کی ایپ استعمال کرتا ہوں۔
I used to play cricket every weekend.	میں ہر ویک اینڈ پر کرکٹ کھیلتا تھا۔
I usually have an early lunch.	میں عام طور پر جلدی دوپہر کا کھانا کھاتا ہوں۔
I usually ride a bike.	میں عام طور پر موٹر سائیکل چلاتا ہوں۔
I usually work from nine to six.	میں عام طور پر نو سے چھ تک کام کرتا ہوں۔
I visit my family on holidays.	میں چھٹیوں پر اپنے خاندان سے ملتا ہوں۔
I wait by the sea.	میں سمندر کے کنارے انتظار کرتا ہوں۔
I wait for a friend at the station.	میں اسٹیشن پر ایک دوست کا انتظار کر رہا ہوں۔
I wait for a friend.	میں ایک دوست کا انتظار کر رہا ہوں۔
I waited an hour.	میں نے ایک گھنٹہ انتظار کیا۔
I wake up at 10 o'clock.	میں 10 بجے اٹھتا ہوں۔
